Transaction_ID,Date,Month,Day of Week,Amount,Category,Payment_Method,Merchant,Notes,Type
b1d77f30-acd2-4e3e-ab84-71e06c3090ad,11/30/23,November,Thursday,961.84,,Cash,Credit Card Rewards,Rewards from Credit Card Rewards,Income
3578648c-365f-4f8c-9d1d-ff91adf19fb0,1/24/24,January,Wednesday,663.93,Miscellaneous,Bank Transfer,,Miscellaneous expense at Salon,Expense
3368e4cd-04f3-4b5f-a42b-82dad72cf2e1,6/4/24,June,Tuesday,2660.89,Freelance,Debit Card,Client B,Consulting fee from Client B,Income
f28d2679-f822-4e1b-b3e3-cb28ef0362f5,6/5/24,June,Wednesday,2391.48,From Parents,Cash,Mom,Allowance from Mom,Income
6f8eebc5-fffb-4848-b502-d09c18be99c4,8/31/24,August,Saturday,380.83,Food,Debit Card,KFC,Dinner at KFC,Expense
dee5e8de-5fca-41f1-9a53-181f38637337,2/10/24,February,Saturday,605.57,Miscellaneous,Cash,Gift Shop,Donation to Gift Shop,Expense
e08da3e9-e46e-4ee2-9251-349334c9b456,7/4/24,July,Thursday,497.7,Groceries,Bank Transfer,Indian store,Groceries from Indian store,Expense
5dc85872-267d-4850-b6dd-0537c074ba31,6/2/24,June,Sunday,757.44,Shopping,Credit Card,Adidas,Bought clothes at Adidas,Expense
202936ea-b694-4c3a-9f94-596bd55fa71a,10/10/24,October,Thursday,433.03,Food,Bank Transfer,Panda Express,Coffee from Panda Express,Expense
54df0bef-8972-4f08-8ee5-be4e9227633e,4/13/24,April,Saturday,153.7,Transportation,,Lyft,Transport fare for Lyft,Expense
1d91b4a6-eb7e-4f40-a272-91cf2ea91154,2/18/24,February,Sunday,6.5,Shopping,Bank Transfer,Best Buy,Bought clothes at Best Buy,Expense
b409a896-0011-499a-806d-40ae4a8d8556,10/12/24,October,Saturday,294.33,Travel,Bank Transfer,Southwest Airlines,Flight booked with Southwest Airlines,Expense
95fb7514-6fe8-411e-9313-5afda2daab2d,6/2/24,June,Sunday,388.26,Bills & Utilities,Bank Transfer,Water Company,Utility payment to Water Company,Expense
d8d66277-a9e9-4001-b4a5-9ad25812ba26,8/13/24,August,Tuesday,615.7,Miscellaneous,Debit Card,Orange Theory Fitness,Miscellaneous expense at Orange Theory Fitness,Expense
d0b9e790-5fb4-4a41-af52-31de14d81c30,11/12/23,November,Sunday,2187.29,From Parents,,Dad,Money received from Dad,Income
0c70060b-d3b5-4c2b-8573-ba82e67cfd50,8/23/24,August,Friday,413.47,,Cash,Outlet mall,Bought clothes at Outlet mall,Expense
0f50eae9-045b-4b8d-9ac8-edeebdb41c14,4/29/24,April,Monday,789.33,Entertainment,Mobile Payment,AMC Theatres,Concert tickets from AMC Theatres,Expense
a7aecf1b-e347-4be8-b073-dcb6496902b9,7/22/24,July,Monday,319.53,Health,Mobile Payment,Dental Clinic,,Expense
abde069c-4144-48cf-a3fc-e0b5c1f3a0fa,4/6/24,April,Saturday,1359.68,Investment Returns,Bank Transfer,Investment Bank,Dividend from Investment Bank,Income
0631dcb1-1107-4ccf-86fa-4a0f8989dc34,9/12/24,September,Thursday,690.21,Health,Bank Transfer,Doctor's Office,Prescription from Doctor's Office,Expense
a1f4bdbb-3698-451d-a488-97fbfcabc555,8/3/24,August,Saturday,512.78,Bills & Utilities,Cash,AT&T,Utility payment to AT&T,Expense
65257b2e-8a3b-44df-992c-7c1676f438d9,5/8/24,May,Wednesday,935.07,Salary,Credit Card,Company LLC,Monthly salary from Company LLC,Income
c0dcb82e-5511-406d-9ad7-63539cafb409,12/8/23,December,Friday,129.81,Food,Debit Card,KFC,Coffee from KFC,Expense
bec46960-67ad-46e1-ae2b-906c77326514,10/12/24,October,Saturday,34.82,Shopping,Bank Transfer,Best Buy,Shopping spree at Best Buy,Expense
7bc67909-4b3d-4fcd-8650-6cbfd0070931,1/16/24,January,Tuesday,39.88,Education,Bank Transfer,Coursera,Tuition fee for Coursera,Expense
24ba2052-a61b-4bc6-856a-f0ed0c5abe9a,5/6/24,May,Monday,548.74,Bills & Utilities,Debit Card,Water Company,Paid bill to Water Company,Expense
8831b104-be42-41b8-8d83-18f22c4ca8ea,8/18/24,August,Sunday,521.57,Transportation,Cash,Uber,Transport fare for Uber,Expense
d9871d30-8361-4059-87cc-08ec260b5fed,4/12/24,April,Friday,187.62,Cash Back Rewards,Debit Card,Bank Rewards Program,,Income
40e8e325-e7ec-49a6-8a0a-def8fabec560,1/9/24,January,Tuesday,499.57,Entertainment,Mobile Payment,Cinemark,Subscription to Cinemark,Expense
863c02d2-3b30-492d-b561-bf1a2c6ea100,10/24/24,October,Thursday,703.33,Bills & Utilities,Cash,Comcast,Utility payment to Comcast,Expense
3a096dc6-c855-4872-bee3-c6e91cab194b,4/24/24,April,Wednesday,53.15,Travel,Mobile Payment,Continental Hotel,Flight booked with Continental Hotel,Expense
748f06cb-6fd1-460e-8f08-97fd735016d8,10/31/24,October,Thursday,657.23,Transportation,Cash,Public Transit,,Expense
460ceb75-27ab-4cad-b8dd-376286bf74c1,4/4/24,April,Thursday,537.44,Shopping,,Target,Bought clothes at Target,Expense
8e778fba-74cf-436e-bbad-5e7f53ec040a,5/24/24,May,Friday,1286.93,Gifts,Bank Transfer,Family Member,Gift received from Family Member,Income
b9e88b2e-7566-487e-963c-582d358fd5c0,7/24/24,July,Wednesday,2024.07,Tax Refund,Cash,IRS,Tax refund from IRS,Income
dbfc472b-5f17-4b4d-8f4a-140a019c7010,8/9/24,August,Friday,416.23,Groceries,Credit Card,Trader Joe's,Weekly shopping at Trader Joe's,Expense
f34e972f-24dc-40ba-a51d-b4c3c7f09675,5/4/24,May,Saturday,2485.83,Gifts,Bank Transfer,Relative,Gift received from Relative,Income
20480a6c-9cb6-4ef8-be64-a28b582367bf,7/7/24,July,Sunday,448.7,Bills & Utilities,,Water Company,Paid bill to Water Company,Expense
577c2174-3c46-4bee-b4d6-50037f48f2c0,8/21/24,August,Wednesday,172.52,Health,Credit Card,Rite Aid,Prescription from Rite Aid,Expense
c39cb149-b419-413f-8869-3731a7c822d3,1/24/24,January,Wednesday,447.29,,Bank Transfer,Local restaurant,Coffee from Local restaurant,Expense
780346ea-c3f9-4cce-ba9c-b1a2a7d57956,2/23/24,February,Friday,716.87,Travel,Credit Card,Continental Hotel,Travel expenses with Continental Hotel,Expense
2de62a30-94a7-48c9-a81d-7f497b3885ff,11/27/23,November,Monday,595.84,Health,Mobile Payment,Rite Aid,Appointment at Rite Aid,Expense
7c316fa3-366d-4caf-b232-3dd975000f55,1/17/24,January,Wednesday,1301.47,Cash Back Rewards,Mobile Payment,Credit Card Rewards,,Income
21b21caa-1dff-4081-a806-c03143c808f7,11/8/23,November,Wednesday,320.81,Education,Credit Card,Bookstore,Course enrollment at Bookstore,Expense
7dae69b3-a1bb-4c20-aa98-31ca2604b699,6/12/24,June,Wednesday,751.42,Travel,Mobile Payment,Marriott Hotel,Flight booked with Marriott Hotel,Expense
8b2e0b4f-fc3f-420f-862b-f3f7f83b228e,5/23/24,May,Thursday,641.25,Groceries,Cash,Kroger,Weekly shopping at Kroger,Expense
d73f6084-caae-47c6-9454-b63c7b2a117d,2/8/24,February,Thursday,360.65,Groceries,Mobile Payment,Kroger,Weekly shopping at Kroger,Expense
c74e6dc9-21f6-4054-9e2d-e72202f78cc4,3/17/24,March,Sunday,627.44,Bills & Utilities,Credit Card,AT&T,Paid bill to AT&T,Expense
21c8c5d2-603f-4b76-b7fe-cd4f08e6545a,3/6/24,March,Wednesday,609.04,Shopping,Mobile Payment,Outlet mall,Purchased items from Outlet mall,Expense
828a0bc8-d351-49c7-a85a-e3e77ae52861,9/19/24,September,Thursday,996.64,From Parents,Bank Transfer,Parents,Allowance from Parents,Income
d96aa2c5-79a0-46d4-885a-cd0148492c25,6/7/24,June,Friday,621.16,Food,,Starbucks,Coffee from Starbucks,Expense
7186d574-0bf0-4967-8a79-670b8fd15b45,1/15/24,January,Monday,2129.67,Freelance,Mobile Payment,Client A,Freelance payment from Client A,Income
a5a0c88e-889a-42f1-8def-95ddfc75b809,9/27/24,September,Friday,261.18,Education,Credit Card,Udemy,Tuition fee for Udemy,Expense
e0ebd1f5-d6ca-4dd8-b970-087f4113a611,6/4/24,June,Tuesday,2279.97,Cash Back Rewards,Cash,Bank Rewards Program,Rewards from Bank Rewards Program,Income
77090de0-a94a-4ee7-a56f-d2199280a624,5/12/24,May,Sunday,496.79,Travel,Bank Transfer,American Airlines,Flight booked with American Airlines,Expense
b9fd219e-15be-44ca-9eb7-90999cb57002,5/10/24,May,Friday,486.87,Bills & Utilities,Mobile Payment,Comcast,Utility payment to Comcast,Expense
ef4b38cc-0461-418e-8c58-b52f17c849f5,3/1/24,March,Friday,420.91,,Debit Card,Target,Bought clothes at Target,Expense
c931911f-dd63-43a2-b69c-5ac845211f51,4/12/24,April,Friday,539.9,Travel,Debit Card,American Airlines,Flight booked with American Airlines,Expense
b52084b7-e297-4e52-bcf2-1297cab76601,8/31/24,August,Saturday,476.16,Miscellaneous,Mobile Payment,Salon,Donation to Salon,Expense
f546b4ac-5b5f-49c9-9132-b6d7bbdd6f02,5/8/24,May,Wednesday,355.18,Travel,Mobile Payment,Marriott Hotel,Flight booked with Marriott Hotel,Expense
4db09e91-7188-4a90-b9ec-cb5e95afb0b8,11/15/23,November,Wednesday,742.29,Travel,Mobile Payment,Holiday Inn,Flight booked with Holiday Inn,Expense
8dd2690f-26c6-4272-86a2-1051b38accc4,1/7/24,January,Sunday,1345.55,Salary,Mobile Payment,Business Corp.,Paycheck from Business Corp.,Income
df79434e-b74c-46d9-8b73-a431746e4d24,9/8/24,September,Sunday,568.78,Groceries,Mobile Payment,,Weekly shopping at Safeway,Expense
5c51cf47-cb0d-4de0-981a-c9bd470c344f,3/3/24,March,Sunday,260.78,Groceries,Bank Transfer,Whole Foods,Groceries from Whole Foods,Expense
ab100e9e-75ab-45ff-9dd4-0af6eb4cd64a,4/17/24,April,Wednesday,4.62,Travel,,Southwest Airlines,Flight booked with Southwest Airlines,Expense
06a10d19-8125-4315-aa4f-1651d575b841,8/23/24,August,Friday,503.81,Shopping,Credit Card,Adidas,Bought clothes at Adidas,Expense
a28e0dd7-0820-442f-b417-97156aefcfe3,3/25/24,March,Monday,2942.61,Salary,Debit Card,Employer Inc.,Monthly salary from Employer Inc.,Income
4fd08edc-db84-4a01-a800-b9c10d67daa2,3/13/24,March,Wednesday,341.9,Miscellaneous,Bank Transfer,Spa,Donation to Spa,Expense
e2e55d22-911a-4fd3-a46e-96a9fb256ae5,6/21/24,June,Friday,582.47,,Debit Card,Relative,Gift received from Relative,Income
9402a80a-87e6-4d0d-9079-47367362734b,4/22/24,April,Monday,2502.29,Investment Returns,Credit Card,Stock Brokerage,Dividend from Stock Brokerage,Income
99747f28-5495-4c9f-9cf3-38fc3d511221,10/11/24,October,Friday,908.36,From Parents,Bank Transfer,Mom,Money received from Mom,Income
c0f24288-a5a4-4e92-baf1-cc444360bac3,1/11/24,January,Thursday,1444.22,Tax Refund,Bank Transfer,State Tax Agency,Tax refund from State Tax Agency,Income
a67cae65-f785-4405-a81c-5ea419530e6b,2/17/24,February,Saturday,548.97,Entertainment,Credit Card,Disney+,Concert tickets from Disney+,Expense
7bb93743-9499-491e-a524-4c390a233bc5,10/28/24,October,Monday,2748.74,Investment Returns,Credit Card,Investment Bank,Interest earned from Investment Bank,Income
3f87e3f9-8eb2-4ef2-8478-e77fe37adc14,2/15/24,February,Thursday,612.45,Bills & Utilities,Credit Card,Verizon,Utility payment to Verizon,Expense
13d0314d-1492-4f1b-826f-42cbc7ca3bf2,11/9/23,November,Thursday,727.51,,Credit Card,Holiday Inn,Hotel stay at Holiday Inn,Expense
2169e637-70b5-48df-99f9-b8865225591b,6/8/24,June,Saturday,127.09,Entertainment,Cash,Cinemark,Concert tickets from Cinemark,Expense
c117eac1-77c1-4bde-b4ae-4c7807e26780,5/17/24,May,Friday,2453.84,,Cash,Mom,Money received from Mom,Income
1772b7b2-2f8b-4c8f-88ce-b860adb74b47,2/1/24,February,Thursday,403.39,Education,Cash,Bookstore,Books purchased from Bookstore,Expense
70f98c16-adc8-4b81-915c-329a9a19e81e,5/23/24,May,Thursday,1464.53,,Credit Card,Client B,Consulting fee from Client B,Income
b87dc7fe-431d-4872-86e6-30d6edc0d08a,11/29/23,November,Wednesday,656.85,Food,Mobile Payment,IHOP,Dinner at IHOP,Expense
97d169bf-654e-4884-8cea-dde0d3ded3a6,2/6/24,February,Tuesday,140.67,Travel,Debit Card,American Airlines,,Expense
18361b14-ebc8-4149-8675-a8f151e617b1,11/30/23,November,Thursday,387.42,Food,Bank Transfer,KFC,Lunch at KFC,Expense
88c6f2f5-0353-4e69-ba7f-c3f16380ede1,1/1/24,January,Monday,1889.56,Freelance,Cash,Client B,Freelance payment from Client B,Income
72ac093e-ab36-4d0c-8ca8-fa6eab4a3ca9,11/1/24,November,Friday,52.42,Entertainment,Bank Transfer,Hulu,Movie night at Hulu,Expense
e66e7250-a9ae-4bc6-abd0-6e69038fe3f4,5/12/24,May,Sunday,172.05,Travel,Mobile Payment,Marriott Hotel,Travel expenses with Marriott Hotel,Expense
fa512e74-cef0-403e-b476-2e106c3508ae,4/13/24,April,Saturday,2252.69,Gifts,Credit Card,Family Member,Cash gift from Family Member,Income
bbd16367-6258-461f-8925-383ea19d0982,1/22/24,January,Monday,72.06,Travel,Bank Transfer,Continental Hotel,Hotel stay at Continental Hotel,Expense
50e5be51-6181-410a-85c3-aa59eb948e90,1/5/24,January,Friday,413.94,Health,Debit Card,Rite Aid,Appointment at Rite Aid,Expense
d76abd7d-c320-4355-943d-36a7b5539427,7/27/24,July,Saturday,349.19,Entertainment,Credit Card,Spotify,Concert tickets from Spotify,Expense
d8416a6d-8219-447e-9741-a7f9c0658d08,5/14/24,May,Tuesday,1950.06,From Parents,Credit Card,Dad,Money received from Dad,Income
e2e6ffe3-4f6c-4b41-ba4a-d5bfce698c50,10/2/24,October,Wednesday,457.02,Education,Mobile Payment,Bookstore,Books purchased from Bookstore,Expense
b6e23afb-62b8-4314-a7a1-8803dbe2f9dc,12/27/23,December,Wednesday,305.15,Miscellaneous,Debit Card,Salon,Donation to Salon,Expense
a7ef9e9d-e337-4a8f-9b19-38ab5b94fb31,6/27/24,June,Thursday,624.69,Food,Mobile Payment,KFC,Breakfast at KFC,Expense
a3fb2962-34c1-4f94-83f5-bfa65d2a8515,8/29/24,August,Thursday,397.19,Entertainment,Debit Card,Hulu,Concert tickets from Hulu,Expense
70810a4f-cd0d-4747-9c78-ff5b357351c7,10/3/24,October,Thursday,1087.72,Cash Back Rewards,Credit Card,Credit Card Rewards,Rewards from Credit Card Rewards,Income
826eb043-48c4-475b-9aef-885d1df24179,12/12/23,December,Tuesday,722.38,Transportation,,Public Transit,Transport fare for Public Transit,Expense
716da14e-6e9c-4bba-a9c5-31dd0dcb9c6c,8/19/24,August,Monday,1574.95,Cash Back Rewards,Cash,Bank Rewards Program,Cash back from Bank Rewards Program,Income
15c4e2b7-3fca-4d7e-aff0-b9259dbae43b,11/18/23,November,Saturday,716.88,Education,Cash,University Tuition Fees,Tuition fee for University Tuition Fees,Expense
5dd52ef0-1fd7-42a7-844f-bc291379a2f3,5/27/24,May,Monday,396.93,Bills & Utilities,Bank Transfer,Electric Company,Paid bill to Electric Company,Expense
65529cba-ab79-4cdd-ae79-c5ab61b7b4a1,2/19/24,February,Monday,405.22,Entertainment,Mobile Payment,Hulu,Subscription to Hulu,Expense
6ca74868-acff-474f-b6b9-2259c230b130,3/4/24,March,Monday,559.82,Health,Bank Transfer,Doctor's Office,Prescription from Doctor's Office,Expense
0f691ba9-45c1-4aca-8cf5-211de5bb4fe8,8/9/24,August,Friday,687.95,Shopping,Mobile Payment,Target,,Expense
18eacc7e-4e40-410d-b24e-482c4b613f1c,2/29/24,February,Thursday,980.44,,Credit Card,,Paycheck from Company LLC,Income
b47e5667-602d-4b52-8809-57b77983f762,4/19/24,April,Friday,100.56,Health,Bank Transfer,Doctor's Office,Prescription from Doctor's Office,Expense
9ab5dcd1-5b61-4b34-90fd-81e08c70d7ca,5/25/24,May,Saturday,603.98,Miscellaneous,Mobile Payment,Gift Shop,Miscellaneous expense at Gift Shop,Expense
b28a3996-5919-4fb1-aabd-d1300e3baa38,3/21/24,March,Thursday,429.53,Health,Mobile Payment,Rite Aid,,Expense
162927c1-28fa-4d7b-8ca1-623f6cf22e6d,10/1/24,October,Tuesday,791.06,Shopping,Bank Transfer,Target,Shopping spree at Target,Expense
81e84d49-a8f3-43d4-84ba-238b08025582,7/27/24,July,Saturday,441.26,Bills & Utilities,Mobile Payment,Water Company,Utility payment to Water Company,Expense
bb3f9d55-7160-4c52-8733-c9cf9d4c61e9,8/9/24,August,Friday,354.59,Groceries,Debit Card,Indian store,Groceries from Indian store,Expense
8ad39172-71dd-44a9-be02-5cdfaa905059,9/10/24,September,Tuesday,551.82,Food,Bank Transfer,KFC,Dinner at KFC,Expense
5ca056b1-ab9a-472d-9565-cb9d7fe7a09f,2/15/24,February,Thursday,1330.34,Salary,Credit Card,Company LLC,Paycheck from Company LLC,Income
348cab70-f034-4e3f-be4e-defe7386d86a,3/2/24,March,Saturday,101.97,Transportation,Mobile Payment,Uber,Commute via Uber,Expense
